utc_timestamp,country,source,power_output_mw,capacity_mw,capacity_factor_pct
2019-06-05 01:30:00,DE,Solar,0.0,49506.0,0.0
2019-06-05 02:30:00,DE,Solar,0.0,49506.0,0.0
2019-06-05 03:30:00,DE,Solar,0.0,49511.0,0.0
2019-06-05 04:30:00,DE,Solar,0.0,49511.0,0.0
2019-06-05 05:30:00,DE,Solar,0.0,49511.0,0.0
2019-06-05 06:30:00,DE,Solar,0.0,49511.0,0.0
2019-06-05 07:30:00,DE,Solar,4.0,49511.0,0.01
2019-06-05 08:30:00,DE,Solar,277.0,49511.0,0.56
2019-06-05 09:30:00,DE,Solar,2105.0,49511.0,4.25
2019-06-05 10:30:00,DE,Solar,6224.0,49511.0,12.57
2019-06-05 11:30:00,DE,Solar,11696.0,49511.0,23.62
2019-06-05 12:30:00,DE,Solar,17525.0,49511.0,35.4
2019-06-05 13:30:00,DE,Solar,22307.0,49511.0,45.05
2019-06-05 14:30:00,DE,Solar,25332.0,49511.0,51.16
2019-06-05 15:30:00,DE,Solar,26975.0,49511.0,54.48
2019-06-05 16:30:00,DE,Solar,27091.0,49511.0,54.72
2019-06-05 17:30:00,DE,Solar,25964.0,49511.0,52.44
2019-06-05 18:30:00,DE,Solar,23066.0,49511.0,46.59
2019-06-05 19:30:00,DE,Solar,19043.0,49511.0,38.46
2019-06-05 20:30:00,DE,Solar,13997.0,49511.0,28.27
2019-06-05 21:30:00,DE,Solar,8471.0,49511.0,17.11
2019-06-05 22:30:00,DE,Solar,3834.0,49511.0,7.74
2019-06-05 23:30:00,DE,Solar,1104.0,49511.0,2.23
2019-06-06 00:30:00,DE,Solar,56.0,49511.0,0.11
2019-06-06 01:30:00,DE,Solar,0.0,49511.0,0.0
2019-06-06 02:30:00,DE,Solar,0.0,49511.0,0.0
2019-06-06 03:30:00,DE,Solar,0.0,49516.0,0.0
2019-06-06 04:30:00,DE,Solar,0.0,49516.0,0.0
2019-06-06 05:30:00,DE,Solar,0.0,49516.0,0.0
2019-06-06 06:30:00,DE,Solar,0.0,49516.0,0.0
2019-06-06 07:30:00,DE,Solar,3.0,49516.0,0.01
2019-06-06 08:30:00,DE,Solar,274.0,49516.0,0.55
2019-06-06 09:30:00,DE,Solar,1804.0,49516.0,3.64
2019-06-06 10:30:00,DE,Solar,4840.0,49516.0,9.77
2019-06-06 11:30:00,DE,Solar,8420.0,49516.0,17.0
2019-06-06 12:30:00,DE,Solar,11738.0,49516.0,23.71
2019-06-06 13:30:00,DE,Solar,13857.0,49516.0,27.98
2019-06-06 14:30:00,DE,Solar,15238.0,49516.0,30.77
2019-06-06 15:30:00,DE,Solar,15138.0,49516.0,30.57
2019-06-06 16:30:00,DE,Solar,14585.0,49516.0,29.46
2019-06-06 17:30:00,DE,Solar,13789.0,49516.0,27.85
2019-06-06 18:30:00,DE,Solar,11543.0,49516.0,23.31
2019-06-06 19:30:00,DE,Solar,9341.0,49516.0,18.86
2019-06-06 20:30:00,DE,Solar,6792.0,49516.0,13.72
2019-06-06 21:30:00,DE,Solar,4334.0,49516.0,8.75
2019-06-06 22:30:00,DE,Solar,2326.0,49516.0,4.7
2019-06-06 23:30:00,DE,Solar,750.0,49516.0,1.51
2019-06-07 00:30:00,DE,Solar,58.0,49516.0,0.12
2019-06-07 01:30:00,DE,Solar,0.0,49516.0,0.0
2019-06-07 02:30:00,DE,Solar,0.0,49516.0,0.0
2019-06-07 03:30:00,DE,Solar,0.0,49519.0,0.0
2019-06-07 04:30:00,DE,Solar,0.0,49519.0,0.0
2019-06-07 05:30:00,DE,Solar,0.0,49519.0,0.0
2019-06-07 06:30:00,DE,Solar,0.0,49519.0,0.0
2019-06-07 07:30:00,DE,Solar,3.0,49519.0,0.01
2019-06-07 08:30:00,DE,Solar,282.0,49519.0,0.57
2019-06-07 09:30:00,DE,Solar,2044.0,49519.0,4.13
2019-06-07 10:30:00,DE,Solar,5909.0,49519.0,11.93
2019-06-07 11:30:00,DE,Solar,11447.0,49519.0,23.12
2019-06-07 12:30:00,DE,Solar,17646.0,49519.0,35.63
2019-06-07 13:30:00,DE,Solar,22240.0,49519.0,44.91
2019-06-07 14:30:00,DE,Solar,25941.0,49519.0,52.39
2019-06-07 15:30:00,DE,Solar,28002.0,49519.0,56.55
2019-06-07 16:30:00,DE,Solar,28343.0,49519.0,57.24
2019-06-07 17:30:00,DE,Solar,27572.0,49519.0,55.68
2019-06-07 18:30:00,DE,Solar,25000.0,49519.0,50.49
2019-06-07 19:30:00,DE,Solar,20294.0,49519.0,40.98
2019-06-07 20:30:00,DE,Solar,14308.0,49519.0,28.89
2019-06-07 21:30:00,DE,Solar,8003.0,49519.0,16.16
2019-06-07 22:30:00,DE,Solar,3274.0,49519.0,6.61
2019-06-07 23:30:00,DE,Solar,849.0,49519.0,1.71
2019-06-08 00:30:00,DE,Solar,58.0,49519.0,0.12
2019-06-08 01:30:00,DE,Solar,0.0,49519.0,0.0
2019-06-08 02:30:00,DE,Solar,0.0,49519.0,0.0
2019-06-08 03:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-08 04:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-08 05:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-08 06:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-08 07:30:00,DE,Solar,3.0,49520.0,0.01
2019-06-08 08:30:00,DE,Solar,199.0,49520.0,0.4
2019-06-08 09:30:00,DE,Solar,1222.0,49520.0,2.47
2019-06-08 10:30:00,DE,Solar,3442.0,49520.0,6.95
2019-06-08 11:30:00,DE,Solar,6632.0,49520.0,13.39
2019-06-08 12:30:00,DE,Solar,10138.0,49520.0,20.47
2019-06-08 13:30:00,DE,Solar,13764.0,49520.0,27.79
2019-06-08 14:30:00,DE,Solar,17012.0,49520.0,34.35
2019-06-08 15:30:00,DE,Solar,19992.0,49520.0,40.37
2019-06-08 16:30:00,DE,Solar,22549.0,49520.0,45.54
2019-06-08 17:30:00,DE,Solar,23483.0,49520.0,47.42
2019-06-08 18:30:00,DE,Solar,22466.0,49520.0,45.37
2019-06-08 19:30:00,DE,Solar,19351.0,49520.0,39.08
2019-06-08 20:30:00,DE,Solar,14559.0,49520.0,29.4
2019-06-08 21:30:00,DE,Solar,8850.0,49520.0,17.87
2019-06-08 22:30:00,DE,Solar,3965.0,49520.0,8.01
2019-06-08 23:30:00,DE,Solar,1159.0,49520.0,2.34
2019-06-09 00:30:00,DE,Solar,87.0,49520.0,0.18
2019-06-09 01:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-09 02:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-09 03:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-09 04:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-09 05:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-09 06:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-09 07:30:00,DE,Solar,5.0,49520.0,0.01
2019-06-09 08:30:00,DE,Solar,357.0,49520.0,0.72
2019-06-09 09:30:00,DE,Solar,2405.0,49520.0,4.86
2019-06-09 10:30:00,DE,Solar,7047.0,49520.0,14.23
2019-06-09 11:30:00,DE,Solar,13357.0,49520.0,26.97
2019-06-09 12:30:00,DE,Solar,19477.0,49520.0,39.33
2019-06-09 13:30:00,DE,Solar,24271.0,49520.0,49.01
2019-06-09 14:30:00,DE,Solar,26778.0,49520.0,54.08
2019-06-09 15:30:00,DE,Solar,27303.0,49520.0,55.14
2019-06-09 16:30:00,DE,Solar,25820.0,49520.0,52.14
2019-06-09 17:30:00,DE,Solar,23178.0,49520.0,46.81
2019-06-09 18:30:00,DE,Solar,19122.0,49520.0,38.61
2019-06-09 19:30:00,DE,Solar,14591.0,49520.0,29.46
2019-06-09 20:30:00,DE,Solar,9643.0,49520.0,19.47
2019-06-09 21:30:00,DE,Solar,5629.0,49520.0,11.37
2019-06-09 22:30:00,DE,Solar,2694.0,49520.0,5.44
2019-06-09 23:30:00,DE,Solar,778.0,49520.0,1.57
2019-06-10 00:30:00,DE,Solar,55.0,49520.0,0.11
2019-06-10 01:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-10 02:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-10 03:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-10 04:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-10 05:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-10 06:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-10 07:30:00,DE,Solar,4.0,49520.0,0.01
2019-06-10 08:30:00,DE,Solar,220.0,49520.0,0.44
2019-06-10 09:30:00,DE,Solar,1260.0,49520.0,2.54
2019-06-10 10:30:00,DE,Solar,3414.0,49520.0,6.89
2019-06-10 11:30:00,DE,Solar,6151.0,49520.0,12.42
2019-06-10 12:30:00,DE,Solar,9434.0,49520.0,19.05
2019-06-10 13:30:00,DE,Solar,14130.0,49520.0,28.53
2019-06-10 14:30:00,DE,Solar,18067.0,49520.0,36.48
2019-06-10 15:30:00,DE,Solar,19925.0,49520.0,40.24
2019-06-10 16:30:00,DE,Solar,19665.0,49520.0,39.71
2019-06-10 17:30:00,DE,Solar,17980.0,49520.0,36.31
2019-06-10 18:30:00,DE,Solar,14909.0,49520.0,30.11
2019-06-10 19:30:00,DE,Solar,11416.0,49520.0,23.05
2019-06-10 20:30:00,DE,Solar,7599.0,49520.0,15.35
2019-06-10 21:30:00,DE,Solar,4069.0,49520.0,8.22
2019-06-10 22:30:00,DE,Solar,1855.0,49520.0,3.75
2019-06-10 23:30:00,DE,Solar,536.0,49520.0,1.08
2019-06-11 00:30:00,DE,Solar,49.0,49520.0,0.1
2019-06-11 01:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-11 02:30:00,DE,Solar,0.0,49520.0,0.0
2019-06-11 03:30:00,DE,Solar,0.0,49524.0,0.0
2019-06-11 04:30:00,DE,Solar,0.0,49524.0,0.0
2019-06-11 05:30:00,DE,Solar,0.0,49524.0,0.0
2019-06-11 06:30:00,DE,Solar,0.0,49524.0,0.0
2019-06-11 07:30:00,DE,Solar,5.0,49524.0,0.01
2019-06-11 08:30:00,DE,Solar,231.0,49524.0,0.47
2019-06-11 09:30:00,DE,Solar,1157.0,49524.0,2.34
2019-06-11 10:30:00,DE,Solar,3699.0,49524.0,7.47
2019-06-11 11:30:00,DE,Solar,7460.0,49524.0,15.06
2019-06-11 12:30:00,DE,Solar,11210.0,49524.0,22.64
2019-06-11 13:30:00,DE,Solar,14633.0,49524.0,29.55
2019-06-11 14:30:00,DE,Solar,16871.0,49524.0,34.07
2019-06-11 15:30:00,DE,Solar,18429.0,49524.0,37.21
2019-06-11 16:30:00,DE,Solar,18989.0,49524.0,38.34
2019-06-11 17:30:00,DE,Solar,18268.0,49524.0,36.89
2019-06-11 18:30:00,DE,Solar,16641.0,49524.0,33.6
2019-06-11 19:30:00,DE,Solar,14149.0,49524.0,28.57
2019-06-11 20:30:00,DE,Solar,10638.0,49524.0,21.48
2019-06-11 21:30:00,DE,Solar,6418.0,49524.0,12.96
2019-06-11 22:30:00,DE,Solar,3008.0,49524.0,6.07
2019-06-11 23:30:00,DE,Solar,891.0,49524.0,1.8
2019-06-12 00:30:00,DE,Solar,71.0,49524.0,0.14
2019-06-12 01:30:00,DE,Solar,0.0,49524.0,0.0
2019-06-12 02:30:00,DE,Solar,0.0,49524.0,0.0
2019-06-12 03:30:00,DE,Solar,0.0,49528.0,0.0
2019-06-12 04:30:00,DE,Solar,0.0,49528.0,0.0
2019-06-12 05:30:00,DE,Solar,0.0,49528.0,0.0
2019-06-12 06:30:00,DE,Solar,0.0,49528.0,0.0
2019-06-12 07:30:00,DE,Solar,5.0,49528.0,0.01
2019-06-12 08:30:00,DE,Solar,272.0,49528.0,0.55
2019-06-12 09:30:00,DE,Solar,1698.0,49528.0,3.43
2019-06-12 10:30:00,DE,Solar,4360.0,49528.0,8.8
2019-06-12 11:30:00,DE,Solar,7343.0,49528.0,14.83
2019-06-12 12:30:00,DE,Solar,9642.0,49528.0,19.47
2019-06-12 13:30:00,DE,Solar,11178.0,49528.0,22.57
2019-06-12 14:30:00,DE,Solar,12879.0,49528.0,26.0
2019-06-12 15:30:00,DE,Solar,14477.0,49528.0,29.23
2019-06-12 16:30:00,DE,Solar,15221.0,49528.0,30.73
2019-06-12 17:30:00,DE,Solar,15288.0,49528.0,30.87
2019-06-12 18:30:00,DE,Solar,13830.0,49528.0,27.92
2019-06-12 19:30:00,DE,Solar,12100.0,49528.0,24.43
2019-06-12 20:30:00,DE,Solar,9898.0,49528.0,19.98
2019-06-12 21:30:00,DE,Solar,6914.0,49528.0,13.96
2019-06-12 22:30:00,DE,Solar,3413.0,49528.0,6.89
2019-06-12 23:30:00,DE,Solar,1047.0,49528.0,2.11
2019-06-13 00:30:00,DE,Solar,78.0,49528.0,0.16
2019-06-13 01:30:00,DE,Solar,0.0,49528.0,0.0
2019-06-13 02:30:00,DE,Solar,0.0,49528.0,0.0
2019-06-13 03:30:00,DE,Solar,0.0,49534.0,0.0
2019-06-13 04:30:00,DE,Solar,0.0,49534.0,0.0
2019-06-13 05:30:00,DE,Solar,0.0,49534.0,0.0
2019-06-13 06:30:00,DE,Solar,0.0,49534.0,0.0
2019-06-13 07:30:00,DE,Solar,4.0,49534.0,0.01
2019-06-13 08:30:00,DE,Solar,249.0,49534.0,0.5
2019-06-13 09:30:00,DE,Solar,1828.0,49534.0,3.69
2019-06-13 10:30:00,DE,Solar,5160.0,49534.0,10.42
2019-06-13 11:30:00,DE,Solar,10448.0,49534.0,21.09
2019-06-13 12:30:00,DE,Solar,16302.0,49534.0,32.91
2019-06-13 13:30:00,DE,Solar,21554.0,49534.0,43.51
2019-06-13 14:30:00,DE,Solar,25044.0,49534.0,50.56
2019-06-13 15:30:00,DE,Solar,26464.0,49534.0,53.43
2019-06-13 16:30:00,DE,Solar,26583.0,49534.0,53.67
2019-06-13 17:30:00,DE,Solar,25150.0,49534.0,50.77
2019-06-13 18:30:00,DE,Solar,22760.0,49534.0,45.95
2019-06-13 19:30:00,DE,Solar,19150.0,49534.0,38.66
2019-06-13 20:30:00,DE,Solar,14365.0,49534.0,29.0
2019-06-13 21:30:00,DE,Solar,8964.0,49534.0,18.1
2019-06-13 22:30:00,DE,Solar,4080.0,49534.0,8.24
2019-06-13 23:30:00,DE,Solar,1192.0,49534.0,2.41
2019-06-14 00:30:00,DE,Solar,81.0,49534.0,0.16
2019-06-14 01:30:00,DE,Solar,0.0,49534.0,0.0
2019-06-14 02:30:00,DE,Solar,0.0,49534.0,0.0
2019-06-14 03:30:00,DE,Solar,0.0,49540.0,0.0
2019-06-14 04:30:00,DE,Solar,0.0,49540.0,0.0
2019-06-14 05:30:00,DE,Solar,0.0,49540.0,0.0
2019-06-14 06:30:00,DE,Solar,0.0,49540.0,0.0
2019-06-14 07:30:00,DE,Solar,5.0,49540.0,0.01
2019-06-14 08:30:00,DE,Solar,341.0,49540.0,0.69
2019-06-14 09:30:00,DE,Solar,2368.0,49540.0,4.78
2019-06-14 10:30:00,DE,Solar,6835.0,49540.0,13.8
2019-06-14 11:30:00,DE,Solar,12815.0,49540.0,25.87
2019-06-14 12:30:00,DE,Solar,18009.0,49540.0,36.35
2019-06-14 13:30:00,DE,Solar,22026.0,49540.0,44.46
2019-06-14 14:30:00,DE,Solar,24533.0,49540.0,49.52
2019-06-14 15:30:00,DE,Solar,25585.0,49540.0,51.65
2019-06-14 16:30:00,DE,Solar,24671.0,49540.0,49.8
2019-06-14 17:30:00,DE,Solar,22181.0,49540.0,44.77
2019-06-14 18:30:00,DE,Solar,18578.0,49540.0,37.5
2019-06-14 19:30:00,DE,Solar,14593.0,49540.0,29.46
2019-06-14 20:30:00,DE,Solar,10541.0,49540.0,21.28
2019-06-14 21:30:00,DE,Solar,6785.0,49540.0,13.7
2019-06-14 22:30:00,DE,Solar,3416.0,49540.0,6.9
2019-06-14 23:30:00,DE,Solar,1019.0,49540.0,2.06
2019-06-15 00:30:00,DE,Solar,88.0,49540.0,0.18
2019-06-15 01:30:00,DE,Solar,0.0,49540.0,0.0
2019-06-15 02:30:00,DE,Solar,0.0,49540.0,0.0
2019-06-15 03:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-15 04:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-15 05:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-15 06:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-15 07:30:00,DE,Solar,10.0,49541.0,0.02
2019-06-15 08:30:00,DE,Solar,250.0,49541.0,0.5
2019-06-15 09:30:00,DE,Solar,1606.0,49541.0,3.24
2019-06-15 10:30:00,DE,Solar,4563.0,49541.0,9.21
2019-06-15 11:30:00,DE,Solar,8957.0,49541.0,18.08
2019-06-15 12:30:00,DE,Solar,13900.0,49541.0,28.06
2019-06-15 13:30:00,DE,Solar,17668.0,49541.0,35.66
2019-06-15 14:30:00,DE,Solar,20278.0,49541.0,40.93
2019-06-15 15:30:00,DE,Solar,20814.0,49541.0,42.01
2019-06-15 16:30:00,DE,Solar,20684.0,49541.0,41.75
2019-06-15 17:30:00,DE,Solar,20332.0,49541.0,41.04
2019-06-15 18:30:00,DE,Solar,18872.0,49541.0,38.09
2019-06-15 19:30:00,DE,Solar,16230.0,49541.0,32.76
2019-06-15 20:30:00,DE,Solar,12280.0,49541.0,24.79
2019-06-15 21:30:00,DE,Solar,7871.0,49541.0,15.89
2019-06-15 22:30:00,DE,Solar,4075.0,49541.0,8.23
2019-06-15 23:30:00,DE,Solar,1316.0,49541.0,2.66
2019-06-16 00:30:00,DE,Solar,104.0,49541.0,0.21
2019-06-16 01:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-16 02:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-16 03:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-16 04:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-16 05:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-16 06:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-16 07:30:00,DE,Solar,6.0,49541.0,0.01
2019-06-16 08:30:00,DE,Solar,264.0,49541.0,0.53
2019-06-16 09:30:00,DE,Solar,1495.0,49541.0,3.02
2019-06-16 10:30:00,DE,Solar,3831.0,49541.0,7.73
2019-06-16 11:30:00,DE,Solar,6891.0,49541.0,13.91
2019-06-16 12:30:00,DE,Solar,10390.0,49541.0,20.97
2019-06-16 13:30:00,DE,Solar,13585.0,49541.0,27.42
2019-06-16 14:30:00,DE,Solar,15503.0,49541.0,31.29
2019-06-16 15:30:00,DE,Solar,16285.0,49541.0,32.87
2019-06-16 16:30:00,DE,Solar,16763.0,49541.0,33.84
2019-06-16 17:30:00,DE,Solar,16419.0,49541.0,33.14
2019-06-16 18:30:00,DE,Solar,15082.0,49541.0,30.44
2019-06-16 19:30:00,DE,Solar,13154.0,49541.0,26.55
2019-06-16 20:30:00,DE,Solar,10554.0,49541.0,21.3
2019-06-16 21:30:00,DE,Solar,7177.0,49541.0,14.49
2019-06-16 22:30:00,DE,Solar,3767.0,49541.0,7.6
2019-06-16 23:30:00,DE,Solar,1182.0,49541.0,2.39
2019-06-17 00:30:00,DE,Solar,90.0,49541.0,0.18
2019-06-17 01:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-17 02:30:00,DE,Solar,0.0,49541.0,0.0
2019-06-17 03:30:00,DE,Solar,0.0,49546.0,0.0
2019-06-17 04:30:00,DE,Solar,0.0,49546.0,0.0
2019-06-17 05:30:00,DE,Solar,0.0,49546.0,0.0
2019-06-17 06:30:00,DE,Solar,0.0,49546.0,0.0
2019-06-17 07:30:00,DE,Solar,7.0,49546.0,0.01
2019-06-17 08:30:00,DE,Solar,325.0,49546.0,0.66
2019-06-17 09:30:00,DE,Solar,2195.0,49546.0,4.43
2019-06-17 10:30:00,DE,Solar,6457.0,49546.0,13.03
2019-06-17 11:30:00,DE,Solar,12650.0,49546.0,25.53
2019-06-17 12:30:00,DE,Solar,19012.0,49546.0,38.37
2019-06-17 13:30:00,DE,Solar,23597.0,49546.0,47.63
2019-06-17 14:30:00,DE,Solar,26131.0,49546.0,52.74
2019-06-17 15:30:00,DE,Solar,26771.0,49546.0,54.03
2019-06-17 16:30:00,DE,Solar,26220.0,49546.0,52.92
2019-06-17 17:30:00,DE,Solar,25013.0,49546.0,50.48
2019-06-17 18:30:00,DE,Solar,22830.0,49546.0,46.08
2019-06-17 19:30:00,DE,Solar,19570.0,49546.0,39.5
2019-06-17 20:30:00,DE,Solar,14729.0,49546.0,29.73
2019-06-17 21:30:00,DE,Solar,9300.0,49546.0,18.77
2019-06-17 22:30:00,DE,Solar,4484.0,49546.0,9.05
2019-06-17 23:30:00,DE,Solar,1405.0,49546.0,2.84
2019-06-18 00:30:00,DE,Solar,108.0,49546.0,0.22
2019-06-18 01:30:00,DE,Solar,0.0,49546.0,0.0
2019-06-18 02:30:00,DE,Solar,0.0,49546.0,0.0
2019-06-18 03:30:00,DE,Solar,0.0,49565.0,0.0
2019-06-18 04:30:00,DE,Solar,0.0,49565.0,0.0
2019-06-18 05:30:00,DE,Solar,0.0,49565.0,0.0
2019-06-18 06:30:00,DE,Solar,0.0,49565.0,0.0
2019-06-18 07:30:00,DE,Solar,4.0,49565.0,0.01
2019-06-18 08:30:00,DE,Solar,335.0,49565.0,0.68
2019-06-18 09:30:00,DE,Solar,2307.0,49565.0,4.65
2019-06-18 10:30:00,DE,Solar,6644.0,49565.0,13.4
